fonte,is_synthetic,player_id,nome,ruolo,squadra,quotazione_listone,data_estrazione
fixture_sintetica_v1,True,P0032,Giocatore Sintetico 32,P,SQ02,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0033,Giocatore Sintetico 33,P,SQ02,12.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0034,Giocatore Sintetico 34,P,SQ02,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0035,Giocatore Sintetico 35,D,SQ02,11.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0036,Giocatore Sintetico 36,D,SQ02,12.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0037,Giocatore Sintetico 37,D,SQ02,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0038,Giocatore Sintetico 38,D,SQ02,4.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0039,Giocatore Sintetico 39,D,SQ02,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0040,Giocatore Sintetico 40,D,SQ02,33.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0041,Giocatore Sintetico 41,D,SQ02,17.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0042,Giocatore Sintetico 42,D,SQ02,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0043,Giocatore Sintetico 43,D,SQ02,26.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0044,Giocatore Sintetico 44,C,SQ02,23.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0045,Giocatore Sintetico 45,C,SQ02,20.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0046,Giocatore Sintetico 46,C,SQ02,4.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0047,Giocatore Sintetico 47,C,SQ02,12.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0048,Giocatore Sintetico 48,C,SQ02,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0049,Giocatore Sintetico 49,C,SQ02,49.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0050,Giocatore Sintetico 50,C,SQ02,50.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0051,Giocatore Sintetico 51,C,SQ02,38.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0052,Giocatore Sintetico 52,C,SQ02,44.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0053,Giocatore Sintetico 53,A,SQ02,56.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0054,Giocatore Sintetico 54,A,SQ02,52.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0055,Giocatore Sintetico 55,A,SQ02,39.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0056,Giocatore Sintetico 56,A,SQ02,33.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0057,Giocatore Sintetico 57,A,SQ02,36.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0058,Giocatore Sintetico 58,A,SQ02,17.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0059,Giocatore Sintetico 59,A,SQ02,47.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0060,Giocatore Sintetico 60,A,SQ02,41.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0061,Giocatore Sintetico 61,P,SQ03,10.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0062,Giocatore Sintetico 62,P,SQ03,7.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0063,Giocatore Sintetico 63,P,SQ03,5.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0064,Giocatore Sintetico 64,P,SQ03,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0065,Giocatore Sintetico 65,D,SQ03,10.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0066,Giocatore Sintetico 66,D,SQ03,2.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0067,Giocatore Sintetico 67,D,SQ03,19.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0068,Giocatore Sintetico 68,D,SQ03,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0069,Giocatore Sintetico 69,D,SQ03,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0070,Giocatore Sintetico 70,D,SQ03,19.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0071,Giocatore Sintetico 71,D,SQ03,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0072,Giocatore Sintetico 72,D,SQ03,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0073,Giocatore Sintetico 73,D,SQ03,22.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0074,Giocatore Sintetico 74,C,SQ03,54.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0075,Giocatore Sintetico 75,C,SQ03,35.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0076,Giocatore Sintetico 76,C,SQ03,38.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0077,Giocatore Sintetico 77,C,SQ03,11.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0078,Giocatore Sintetico 78,C,SQ03,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0079,Giocatore Sintetico 79,C,SQ03,12.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0080,Giocatore Sintetico 80,C,SQ03,37.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0081,Giocatore Sintetico 81,C,SQ03,21.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0082,Giocatore Sintetico 82,C,SQ03,12.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0083,Giocatore Sintetico 83,A,SQ03,43.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0084,Giocatore Sintetico 84,A,SQ03,54.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0085,Giocatore Sintetico 85,A,SQ03,61.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0086,Giocatore Sintetico 86,A,SQ03,33.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0087,Giocatore Sintetico 87,A,SQ03,66.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0088,Giocatore Sintetico 88,A,SQ03,21.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0089,Giocatore Sintetico 89,A,SQ03,39.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0090,Giocatore Sintetico 90,A,SQ03,17.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0091,Giocatore Sintetico 91,P,SQ04,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0092,Giocatore Sintetico 92,P,SQ04,2.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0093,Giocatore Sintetico 93,P,SQ04,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0094,Giocatore Sintetico 94,P,SQ04,5.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0095,Giocatore Sintetico 95,D,SQ04,32.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0096,Giocatore Sintetico 96,D,SQ04,26.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0097,Giocatore Sintetico 97,D,SQ04,12.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0098,Giocatore Sintetico 98,D,SQ04,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0099,Giocatore Sintetico 99,D,SQ04,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0100,Giocatore Sintetico 100,D,SQ04,20.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0101,Giocatore Sintetico 101,D,SQ04,17.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0102,Giocatore Sintetico 102,D,SQ04,19.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0103,Giocatore Sintetico 103,D,SQ04,21.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0104,Giocatore Sintetico 104,C,SQ04,51.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0105,Giocatore Sintetico 105,C,SQ04,49.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0106,Giocatore Sintetico 106,C,SQ04,17.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0107,Giocatore Sintetico 107,C,SQ04,30.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0108,Giocatore Sintetico 108,C,SQ04,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0109,Giocatore Sintetico 109,C,SQ04,45.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0110,Giocatore Sintetico 110,C,SQ04,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0111,Giocatore Sintetico 111,C,SQ04,32.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0112,Giocatore Sintetico 112,C,SQ04,23.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0113,Giocatore Sintetico 113,A,SQ04,40.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0114,Giocatore Sintetico 114,A,SQ04,31.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0115,Giocatore Sintetico 115,A,SQ04,59.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0116,Giocatore Sintetico 116,A,SQ04,26.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0117,Giocatore Sintetico 117,A,SQ04,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0118,Giocatore Sintetico 118,A,SQ04,20.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0119,Giocatore Sintetico 119,A,SQ04,26.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0120,Giocatore Sintetico 120,A,SQ04,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0121,Giocatore Sintetico 121,P,SQ05,6.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0122,Giocatore Sintetico 122,P,SQ05,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0123,Giocatore Sintetico 123,P,SQ05,5.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0124,Giocatore Sintetico 124,P,SQ05,4.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0125,Giocatore Sintetico 125,D,SQ05,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0126,Giocatore Sintetico 126,D,SQ05,33.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0127,Giocatore Sintetico 127,D,SQ05,3.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0128,Giocatore Sintetico 128,D,SQ05,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0129,Giocatore Sintetico 129,D,SQ05,5.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0130,Giocatore Sintetico 130,D,SQ05,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0131,Giocatore Sintetico 131,D,SQ05,12.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0132,Giocatore Sintetico 132,D,SQ05,16.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0133,Giocatore Sintetico 133,D,SQ05,11.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0134,Giocatore Sintetico 134,C,SQ05,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0135,Giocatore Sintetico 135,C,SQ05,22.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0136,Giocatore Sintetico 136,C,SQ05,35.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0137,Giocatore Sintetico 137,C,SQ05,5.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0138,Giocatore Sintetico 138,C,SQ05,27.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0139,Giocatore Sintetico 139,C,SQ05,19.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0140,Giocatore Sintetico 140,C,SQ05,19.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0141,Giocatore Sintetico 141,C,SQ05,16.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0142,Giocatore Sintetico 142,C,SQ05,27.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0143,Giocatore Sintetico 143,A,SQ05,20.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0144,Giocatore Sintetico 144,A,SQ05,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0145,Giocatore Sintetico 145,A,SQ05,46.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0146,Giocatore Sintetico 146,A,SQ05,26.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0147,Giocatore Sintetico 147,A,SQ05,58.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0148,Giocatore Sintetico 148,A,SQ05,45.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0149,Giocatore Sintetico 149,A,SQ05,43.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0150,Giocatore Sintetico 150,A,SQ05,34.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0151,Giocatore Sintetico 151,P,SQ06,6.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0152,Giocatore Sintetico 152,P,SQ06,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0153,Giocatore Sintetico 153,P,SQ06,10.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0154,Giocatore Sintetico 154,P,SQ06,5.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0155,Giocatore Sintetico 155,D,SQ06,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0156,Giocatore Sintetico 156,D,SQ06,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0157,Giocatore Sintetico 157,D,SQ06,7.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0158,Giocatore Sintetico 158,D,SQ06,28.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0159,Giocatore Sintetico 159,D,SQ06,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0160,Giocatore Sintetico 160,D,SQ06,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0161,Giocatore Sintetico 161,D,SQ06,21.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0162,Giocatore Sintetico 162,D,SQ06,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0163,Giocatore Sintetico 163,D,SQ06,19.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0164,Giocatore Sintetico 164,C,SQ06,11.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0165,Giocatore Sintetico 165,C,SQ06,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0166,Giocatore Sintetico 166,C,SQ06,31.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0167,Giocatore Sintetico 167,C,SQ06,17.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0168,Giocatore Sintetico 168,C,SQ06,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0169,Giocatore Sintetico 169,C,SQ06,36.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0170,Giocatore Sintetico 170,C,SQ06,41.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0171,Giocatore Sintetico 171,C,SQ06,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0172,Giocatore Sintetico 172,C,SQ06,36.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0173,Giocatore Sintetico 173,A,SQ06,47.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0174,Giocatore Sintetico 174,A,SQ06,47.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0175,Giocatore Sintetico 175,A,SQ06,70.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0176,Giocatore Sintetico 176,A,SQ06,53.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0177,Giocatore Sintetico 177,A,SQ06,49.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0178,Giocatore Sintetico 178,A,SQ06,70.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0179,Giocatore Sintetico 179,A,SQ06,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0180,Giocatore Sintetico 180,A,SQ06,47.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0181,Giocatore Sintetico 181,P,SQ07,12.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0182,Giocatore Sintetico 182,P,SQ07,7.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0183,Giocatore Sintetico 183,P,SQ07,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0184,Giocatore Sintetico 184,P,SQ07,10.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0185,Giocatore Sintetico 185,D,SQ07,32.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0186,Giocatore Sintetico 186,D,SQ07,21.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0187,Giocatore Sintetico 187,D,SQ07,26.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0188,Giocatore Sintetico 188,D,SQ07,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0189,Giocatore Sintetico 189,D,SQ07,33.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0190,Giocatore Sintetico 190,D,SQ07,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0191,Giocatore Sintetico 191,D,SQ07,26.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0192,Giocatore Sintetico 192,D,SQ07,5.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0193,Giocatore Sintetico 193,D,SQ07,20.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0194,Giocatore Sintetico 194,C,SQ07,41.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0195,Giocatore Sintetico 195,C,SQ07,36.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0196,Giocatore Sintetico 196,C,SQ07,31.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0197,Giocatore Sintetico 197,C,SQ07,26.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0198,Giocatore Sintetico 198,C,SQ07,52.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0199,Giocatore Sintetico 199,C,SQ07,20.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0200,Giocatore Sintetico 200,C,SQ07,34.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0201,Giocatore Sintetico 201,C,SQ07,27.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0202,Giocatore Sintetico 202,C,SQ07,38.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0203,Giocatore Sintetico 203,A,SQ07,52.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0204,Giocatore Sintetico 204,A,SQ07,21.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0205,Giocatore Sintetico 205,A,SQ07,26.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0206,Giocatore Sintetico 206,A,SQ07,45.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0207,Giocatore Sintetico 207,A,SQ07,50.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0208,Giocatore Sintetico 208,A,SQ07,47.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0209,Giocatore Sintetico 209,A,SQ07,58.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0210,Giocatore Sintetico 210,A,SQ07,29.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0211,Giocatore Sintetico 211,P,SQ08,11.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0212,Giocatore Sintetico 212,P,SQ08,4.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0213,Giocatore Sintetico 213,P,SQ08,16.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0214,Giocatore Sintetico 214,P,SQ08,16.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0215,Giocatore Sintetico 215,D,SQ08,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0216,Giocatore Sintetico 216,D,SQ08,11.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0217,Giocatore Sintetico 217,D,SQ08,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0218,Giocatore Sintetico 218,D,SQ08,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0219,Giocatore Sintetico 219,D,SQ08,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0220,Giocatore Sintetico 220,D,SQ08,7.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0221,Giocatore Sintetico 221,D,SQ08,7.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0222,Giocatore Sintetico 222,D,SQ08,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0223,Giocatore Sintetico 223,D,SQ08,23.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0224,Giocatore Sintetico 224,C,SQ08,42.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0225,Giocatore Sintetico 225,C,SQ08,23.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0226,Giocatore Sintetico 226,C,SQ08,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0227,Giocatore Sintetico 227,C,SQ08,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0228,Giocatore Sintetico 228,C,SQ08,53.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0229,Giocatore Sintetico 229,C,SQ08,29.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0230,Giocatore Sintetico 230,C,SQ08,19.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0231,Giocatore Sintetico 231,C,SQ08,27.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0232,Giocatore Sintetico 232,C,SQ08,31.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0233,Giocatore Sintetico 233,A,SQ08,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0234,Giocatore Sintetico 234,A,SQ08,42.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0235,Giocatore Sintetico 235,A,SQ08,39.0,2026-08-25 00:00:00+00:00
